"","AG","AF","B2","GF","JF","MBF","PB","WE","WA"
"1",0.2279,0.6609,0.2279,0.2231,0.2294,0.6609,0.228,0.2294,0.2322
"2",0.0115,0.001,0.0115,0.0103,0.0092,0.001,0.0094,0.0092,0.0095
"3",0.6003,0.3634,0.6002,0.5921,0.6004,0.3634,0.6011,0.6004,0.6032
"4",0.0194,0.0563,0.0194,0.0181,0.0203,0.0563,0.0201,0.0203,0.0209
"5",0.9393,0.8967,0.9393,0.9376,0.9392,0.8967,0.9405,0.9392,0.9399
"6",0.7999,0.7103,0.7999,0.7963,0.7994,0.7103,0.8005,0.7994,0.8011
"7",0.0617,0.195,0.0617,0.0573,0.0643,0.195,0.0637,0.0643,0.0657
"8",0.7301,0.6473,0.7301,0.7272,0.7299,0.6473,0.731,0.7299,0.7321
"9",0.2294,0.0997,0.2294,0.2205,0.2245,0.0997,0.223,0.2245,0.2272
"10",0.8361,0.7808,0.8361,0.8305,0.8363,0.7808,0.8353,0.8363,0.8378
"11",0.0937,0.0328,0.0937,0.0877,0.0874,0.0328,0.0877,0.0874,0.089
"12",0.5671,0.5719,0.5671,0.5611,0.5678,0.5719,0.5659,0.5678,0.5707
"13",0.879,0.7768,0.879,0.8747,0.8789,0.7768,0.8777,0.8789,0.88
"14",0.9765,0.8985,0.9765,0.9754,0.9765,0.8985,0.9766,0.9765,0.9767
"15",0.5743,0.6274,0.5743,0.5675,0.5756,0.6274,0.5763,0.5756,0.5784
"16",0.4442,0.6339,0.4442,0.4375,0.4411,0.6339,0.4384,0.4411,0.4441
"17",0.0675,0.0332,0.0675,0.0642,0.0696,0.0332,0.0694,0.0696,0.071
"18",0.3693,0.2856,0.3693,0.3627,0.3709,0.2856,0.3732,0.3709,0.374
"19",0.1712,0.1831,0.1712,0.1678,0.1739,0.1831,0.1732,0.1739,0.1763
"20",0.873,0.9169,0.873,0.8712,0.8723,0.9169,0.8739,0.8723,0.8735
"21",0.1767,0.0904,0.1767,0.1656,0.1663,0.0904,0.166,0.1663,0.1686
"22",0.6279,0.3159,0.6279,0.6202,0.6275,0.3159,0.6276,0.6275,0.6302
"23",0.1165,0.5971,0.1164,0.1139,0.1188,0.5971,0.12,0.1188,0.1208
"24",0.9879,0.9699,0.9879,0.9874,0.9879,0.9699,0.9882,0.9879,0.988
"25",0.3192,0.2456,0.3192,0.3112,0.319,0.2456,0.3194,0.319,0.322
"26",0.131,0.1033,0.131,0.1257,0.1355,0.1033,0.1357,0.1355,0.1376
"27",0.7069,0.6775,0.7069,0.701,0.7063,0.6775,0.706,0.7063,0.7086
"28",0.9135,0.8166,0.9135,0.9114,0.9134,0.8166,0.9131,0.9134,0.9142
"29",0.3674,0.463,0.3674,0.3582,0.3632,0.463,0.3622,0.3632,0.3663
"30",0.6606,0.5075,0.6606,0.6556,0.6599,0.5075,0.6606,0.6599,0.6624
"31",0.7258,0.745,0.7258,0.7192,0.7235,0.745,0.7242,0.7235,0.7258
"32",0.4132,0.8199,0.4132,0.4092,0.416,0.8199,0.413,0.416,0.4192
"33",0.3785,0.3016,0.3785,0.373,0.381,0.3016,0.3805,0.381,0.3841
"34",0.7465,0.5592,0.7465,0.7448,0.746,0.5592,0.7449,0.746,0.748
"35",0.1032,0.5257,0.1032,0.1022,0.1036,0.5257,0.1032,0.1036,0.1054
"36",0.0978,0.1415,0.0978,0.0962,0.1005,0.1415,0.1011,0.1005,0.1022
"37",0.1433,0.1334,0.1433,0.1382,0.1436,0.1334,0.1449,0.1436,0.1458
"38",0.3027,0.4526,0.3027,0.296,0.3032,0.4526,0.3035,0.3032,0.3062
"39",0.047,0.0931,0.047,0.0442,0.049,0.0931,0.0496,0.049,0.0501
"40",0.7942,0.9113,0.7942,0.7901,0.7944,0.9113,0.7939,0.7944,0.7961
"41",0.2873,0.6118,0.2873,0.2842,0.2903,0.6118,0.29,0.2903,0.2932
"42",0.311,0.2961,0.311,0.3034,0.3129,0.2961,0.3121,0.3129,0.316
"43",0.5318,0.2876,0.5318,0.5192,0.5295,0.2876,0.5309,0.5295,0.5325
"44",0.1015,0.1197,0.1015,0.097,0.1016,0.1197,0.1024,0.1016,0.1034
"45",0.4132,0.1557,0.4131,0.4028,0.4112,0.1557,0.4106,0.4112,0.4143
"46",0.3042,0.0844,0.3041,0.2946,0.3024,0.0844,0.3047,0.3024,0.3054
"47",0.092,0.0169,0.092,0.086,0.0895,0.0169,0.0898,0.0895,0.0911
"48",0.5893,0.5688,0.5893,0.5818,0.5877,0.5688,0.5862,0.5877,0.5905
"49",0.4494,0.3168,0.4493,0.438,0.4424,0.3168,0.4429,0.4424,0.4455
"50",0.869,0.8102,0.869,0.8677,0.8689,0.8102,0.872,0.8689,0.8701
