"","AG","AF","B2","GF","JF","MBF","PB","WE","WA"
"1",0.46,0.7329,0.4588,0.3882,0.5061,0.747,0.5227,0.5061,0.5245
"2",0.5093,0.2353,0.5083,0.3987,0.4965,0.2597,0.5129,0.4965,0.515
"3",0.6708,0.3944,0.6691,0.5553,0.648,0.4317,0.6609,0.648,0.6643
"4",0.1228,0.1321,0.1221,0.0713,0.1242,0.1805,0.1522,0.1242,0.1349
"5",0.7736,0.6394,0.7724,0.7178,0.7847,0.6453,0.7911,0.7847,0.7966
"6",0.5897,0.1586,0.5884,0.4622,0.5483,0.1779,0.5653,0.5483,0.5663
"7",0.7496,0.8297,0.7477,0.6787,0.7559,0.8574,0.7637,0.7559,0.769
"8",0.9168,0.4574,0.916,0.8695,0.9097,0.4706,0.9127,0.9097,0.9157
"9",0.5258,0.7868,0.5251,0.4389,0.5458,0.7939,0.5602,0.5458,0.5638
"10",0.6039,0.2819,0.6008,0.4172,0.4549,0.3299,0.4744,0.4549,0.4735
"11",0.9925,0.9797,0.9925,0.9908,0.9932,0.9796,0.9935,0.9932,0.9937
"12",0.21,0.2082,0.2088,0.1443,0.2289,0.2382,0.2597,0.2289,0.2442
"13",0.435,0.1901,0.4321,0.3422,0.4552,0.2385,0.4756,0.4552,0.4737
"14",0.8372,0.9884,0.8368,0.808,0.8549,0.9883,0.8607,0.8549,0.8639
"15",0.1505,0.8461,0.1504,0.1101,0.1722,0.8494,0.2027,0.1722,0.1853
"16",0.9993,0.9952,0.9993,0.9992,0.9994,0.9951,0.9993,0.9994,0.9994
"17",0.5332,0.3465,0.532,0.3812,0.4532,0.3983,0.4724,0.4532,0.4719
"18",0.6594,0.4154,0.6561,0.5613,0.659,0.504,0.6716,0.659,0.675
"19",0.3858,0.1413,0.3851,0.294,0.3876,0.1481,0.4087,0.3876,0.406
"20",0.5242,0.1574,0.5208,0.3828,0.469,0.2037,0.4902,0.469,0.4876
"21",0.6475,0.3685,0.6442,0.5596,0.655,0.4327,0.6673,0.655,0.671
"22",0.0849,0.1806,0.0841,0.052,0.1121,0.2721,0.1408,0.1121,0.1222
"23",0.9607,0.7181,0.9597,0.9332,0.9556,0.7224,0.9588,0.9556,0.9588
"24",0.0228,0.1436,0.0228,0.011,0.037,0.183,0.0612,0.037,0.0414
"25",0.8965,0.8899,0.8959,0.8575,0.8991,0.8889,0.9004,0.8991,0.9058
"26",0.0682,0.6042,0.0684,0.0369,0.0712,0.6092,0.0988,0.0712,0.0785
"27",0.4254,0.4982,0.4235,0.3626,0.4773,0.5452,0.494,0.4773,0.4957
"28",0.6574,0.354,0.6549,0.55,0.6448,0.3671,0.6557,0.6448,0.6611
"29",0.5686,0.3275,0.5671,0.448,0.5436,0.3659,0.5568,0.5436,0.5614
"30",0.3029,0.2261,0.3008,0.2088,0.309,0.3076,0.3344,0.309,0.3264
"31",0.5145,0.609,0.5125,0.4369,0.555,0.6209,0.5716,0.555,0.573
"32",0.0372,0.0109,0.0371,0.0143,0.026,0.0268,0.0493,0.026,0.0293
"33",0.8964,0.8933,0.8959,0.8741,0.9065,0.8925,0.9092,0.9065,0.9127
"34",0.1134,0.1896,0.1129,0.0604,0.0844,0.2425,0.1127,0.0844,0.0926
"35",0.1714,0.0032,0.1754,0.052,0.0048,0.0104,0.0196,0.0048,0.0056
"36",0.5897,0.8754,0.5887,0.5433,0.6361,0.875,0.6476,0.6361,0.6524
"37",0.2814,0.3492,0.2795,0.1939,0.2892,0.4236,0.3158,0.2892,0.3062
"38",0.1099,0.1295,0.1091,0.0647,0.1185,0.1674,0.1478,0.1185,0.1289
"39",0.0145,0.3557,0.0144,0.0076,0.0293,0.3597,0.0515,0.0293,0.033
"40",0.057,0.1665,0.0582,0.0197,0.0047,0.1844,0.0151,0.0047,0.0054
"41",0.0785,0.0014,0.0821,0.0217,4e-04,0.0028,0.0061,4e-04,5e-04
"42",0.2311,0.0532,0.2287,0.1415,0.2159,0.0728,0.2439,0.2159,0.2307
